species,formula,casrn,ref,htype,H_mol_m3_Pa,mindHR_K,lnH,dHsol_kJ_mol
ethyl ethanoate-1-13C,CH3COOC2H5,3424-59-7,2891,M,0.071,6500,-2.64508,-54.044
ethyl hexanoate,C5H11COOC2H5,123-66-0,3616,L,0.019,7200,-3.96332,-59.8641
ethyl hydroperoxide,C2H5OOH,3031-74-1,2626,L,3.3,6000,1.19392,-49.8868
ethyl hydroperoxide,C2H5OOH,3031-74-1,3245,L,3.3,6000,1.19392,-49.8868
ethyl hydroperoxide,C2H5OOH,3031-74-1,3500,L,3.3,6000,1.19392,-49.8868
ethyl hydroperoxide,C2H5OOH,3031-74-1,3518,L,3.3,6000,1.19392,-49.8868
ethyl hydroperoxide,C2H5OOH,3031-74-1,516,M,3.3,6000,1.19392,-49.8868
ethyl methanoate,HCOOC2H5,109-94-4,2626,L,0.034,4600,-3.38139,-38.2465
ethyl methanoate,HCOOC2H5,109-94-4,2802,M,0.034,4600,-3.38139,-38.2465
ethyl methanoate,HCOOC2H5,109-94-4,3245,L,0.034,4600,-3.38139,-38.2465
ethyl methanoate,HCOOC2H5,109-94-4,3500,L,0.034,4600,-3.38139,-38.2465
ethyl methanoate,HCOOC2H5,109-94-4,3518,L,0.033,4000,-3.41125,-33.2579
ethyl methanoate,HCOOC2H5,109-94-4,3616,L,0.035,4600,-3.35241,-38.2465
ethyl methanoate,HCOOC2H5,109-94-4,640,M,0.0019,4600,-6.2659,-38.2465
ethyl nitrate,C2H5ONO2,625-58-1,1945,L,0.016,5400,-4.13517,-44.8981
ethyl nitrate,C2H5ONO2,625-58-1,2626,L,0.016,5400,-4.13517,-44.8981
ethyl nitrate,C2H5ONO2,625-58-1,3245,L,0.016,5400,-4.13517,-44.8981
ethyl nitrate,C2H5ONO2,625-58-1,3500,L,0.016,5400,-4.13517,-44.8981
ethyl nitrate,C2H5ONO2,625-58-1,541,M,0.016,5400,-4.13517,-44.8981
ethyl pentanoate,C4H9COOC2H5,539-82-2,3616,L,0.023,6800,-3.77226,-56.5383
ethyl pentanoate,C4H9COOC2H5,539-82-2,3650,M,0.14,4800,-1.96611,-39.9094
ethyl propanoate,C2H5COOC2H5,105-37-3,3093,M,0.041,5900,-3.19418,-49.0553
ethyl propanoate,C2H5COOC2H5,105-37-3,3518,L,0.038,5900,-3.27017,-49.0553
ethyl propanoate,C2H5COOC2H5,105-37-3,3616,L,0.041,6000,-3.19418,-49.8868
ethyl propenoate,C5H8O2,140-88-5,3518,L,0.039,4400,-3.24419,-36.5836
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,2431,?,0.0037,7600,-5.59942,-63.1899
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,2645,M,0.0063,6600,-5.06721,-54.8755
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,2646,M,0.0061,6500,-5.09947,-54.044
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,3116,M,0.0044,4300,-5.42615,-35.7522
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,3304,M,0.0064,7300,-5.05146,-60.6956
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,3518,L,0.0072,6900,-4.93367,-57.3698
ethyl tert-butyl ether,C2H5OC(CH3)3,637-92-3,3691,M,0.12,13000,-2.12026,-108.088
ethylbenzene,C6H5C2H5,100-41-4,1156,M,0.0012,5000,-6.72543,-41.5723
ethylbenzene,C6H5C2H5,100-41-4,1229,M,0.0013,5300,-6.64539,-44.0667
ethylbenzene,C6H5C2H5,100-41-4,1497,V,0.0012,4800,-6.72543,-39.9094
ethylbenzene,C6H5C2H5,100-41-4,1525,L,0.0013,5100,-6.64539,-42.4038
ethylbenzene,C6H5C2H5,100-41-4,1943,L,0.0014,4800,-6.57128,-39.9094
ethylbenzene,C6H5C2H5,100-41-4,2219,V,0.0016,4900,-6.43775,-40.7409
ethylbenzene,C6H5C2H5,100-41-4,2270,M,0.0011,5500,-6.81245,-45.7295
ethylbenzene,C6H5C2H5,100-41-4,2271,M,0.0014,5500,-6.57128,-45.7295
ethylbenzene,C6H5C2H5,100-41-4,2375,V,0.0015,4800,-6.50229,-39.9094
ethylbenzene,C6H5C2H5,100-41-4,2453,M,0.0013,4600,-6.64539,-38.2465
ethylbenzene,C6H5C2H5,100-41-4,2645,M,0.0013,5100,-6.64539,-42.4038
ethylbenzene,C6H5C2H5,100-41-4,2891,M,0.002,4100,-6.21461,-34.0893
ethylbenzene,C6H5C2H5,100-41-4,2904,M,0.0014,2800,-6.57128,-23.2805
ethylbenzene,C6H5C2H5,100-41-4,2912,M,0.0013,4400,-6.64539,-36.5836
ethylbenzene,C6H5C2H5,100-41-4,2921,M,0.0019,4200,-6.2659,-34.9207
ethylbenzene,C6H5C2H5,100-41-4,2981,M,0.0013,5600,-6.64539,-46.561
ethylbenzene,C6H5C2H5,100-41-4,2984,M,0.0014,4500,-6.57128,-37.4151
ethylbenzene,C6H5C2H5,100-41-4,3116,M,0.0012,2700,-6.72543,-22.449
ethylbenzene,C6H5C2H5,100-41-4,3518,L,0.0013,5000,-6.64539,-41.5723
ethylbenzene,C6H5C2H5,100-41-4,3626,T,0.0014,4900,-6.57128,-40.7409
ethylbenzene,C6H5C2H5,100-41-4,3673,L,0.0013,4800,-6.64539,-39.9094
ethylbenzene,C6H5C2H5,100-41-4,3681,L,0.0014,4500,-6.57128,-37.4151
ethylbenzene,C6H5C2H5,100-41-4,3681,M,0.0013,4400,-6.64539,-36.5836
ethylbenzene,C6H5C2H5,100-41-4,584,M,0.0015,4900,-6.50229,-40.7409
ethylbenzene,C6H5C2H5,100-41-4,599,M,0.0013,5000,-6.64539,-41.5723
ethylbenzene,C6H5C2H5,100-41-4,640,M,0.0016,6400,-6.43775,-53.2126
ethylbenzene,C6H5C2H5,100-41-4,719,V,0.0015,4900,-6.50229,-40.7409
ethylbenzene,C6H5C2H5,100-41-4,747,L,0.0012,5100,-6.72543,-42.4038
ethylbenzene,C6H5C2H5,100-41-4,usepa82,X,0.0016,1700,-6.43775,-14.1346
ethylbenzene-d10,C6D5C2D5,25837-05-2,2891,M,0.002,4200,-6.21461,-34.9207
ethylcyclohexane,C8H16,1678-91-7,2912,M,3.1e-05,4600,-10.3815,-38.2465
ethylcyclohexane,C8H16,1678-91-7,2936,M,2e-05,4400,-10.8198,-36.5836
ethylcyclohexane,C8H16,1678-91-7,3518,L,2.1e-05,4100,-10.771,-34.0893
ethylenediamine,H2NCH2CH2NH2,107-15-3,2381,T,150,9200,5.01064,-76.4931
ethylenediamine,H2NCH2CH2NH2,107-15-3,3584,M,1800,6700,7.49554,-55.7069
ethyne,C2H2,74-86-2,190,L,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,1945,L,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,2626,L,0.00041,1700,-7.79935,-14.1346
ethyne,C2H2,74-86-2,3245,L,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,3500,L,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,3528,L,0.00041,1700,-7.79935,-14.1346
ethyne,C2H2,74-86-2,3673,L,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,3748,M,0.00042,1900,-7.77526,-15.7975
ethyne,C2H2,74-86-2,3751,M,0.0004,2500,-7.82405,-20.7862
ethyne,C2H2,74-86-2,379,?,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,3811,?,0.00041,1800,-7.79935,-14.966
ethyne,C2H2,74-86-2,862,M,0.00041,2000,-7.79935,-16.6289
ethyne,C2H2,74-86-2,schoen23,X,0.00041,1800,-7.79935,-14.966
"exo-2-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)-oxy]ethanol",C12H22O2,7070-15-7,2464,V,1,4100,0,-34.0893
fenpropidin,C19H31N,67306-00-7,3506,M,710,6200,6.56526,-51.5497
fluorine atom,F,14762-94-8,763,T,0.0002,400,-8.51719,-3.32579
fluorobenzene,C6H5F,462-06-6,1107,M,0.0014,4300,-6.57128,-35.7522
fluorobenzene,C6H5F,462-06-6,2891,M,0.0016,3900,-6.43775,-32.4264
fluorobenzene,C6H5F,462-06-6,3518,L,0.0015,4100,-6.50229,-34.0893
fluorobenzene,C6H5F,462-06-6,640,M,0.0015,4400,-6.50229,-36.5836
fluoromethane,CH3F,593-53-3,1340,M,0.00058,2100,-7.45248,-17.4604
fluoromethane,CH3F,593-53-3,190,L,0.00058,2200,-7.45248,-18.2918
fluoromethane,CH3F,593-53-3,1945,L,0.00061,2000,-7.40205,-16.6289
fluoromethane,CH3F,593-53-3,2222,M,0.00058,2200,-7.45248,-18.2918
fluoromethane,CH3F,593-53-3,2626,L,0.00061,2000,-7.40205,-16.6289
fluoromethane,CH3F,593-53-3,3245,L,0.00061,2000,-7.40205,-16.6289
fluoromethane,CH3F,593-53-3,3500,L,0.00061,2100,-7.40205,-17.4604
fluoromethane,CH3F,593-53-3,3518,L,0.00062,2200,-7.38579,-18.2918
furoyl peroxynitrate,C5H3NO6,,3726,M,0.093,8800,-2.37516,-73.1673
geosmin,C12H22O,19700-21-1,3303,M,0.081,9800,-2.51331,-81.4817
glycine,C2H5NO2,56-40-6,2231,V,1.2e+11,16000,25.5108,-133.031
helium,He,7440-59-7,1498,L,3.8e-06,83,-12.4805,-0.6901
helium,He,7440-59-7,190,L,3.8e-06,92,-12.4805,-0.764931
helium,He,7440-59-7,2105,L,3.9e-06,15,-12.4545,-0.124717
helium,He,7440-59-7,2375,V,3.7e-06,220,-12.5072,-1.82918
helium,He,7440-59-7,2436,M,3.9e-06,69,-12.4545,-0.573698
helium,He,7440-59-7,3431,L,3.7e-06,320,-12.5072,-2.66063
helium,He,7440-59-7,3517,Q,3.3e-06,4,-12.6216,-0.0332579
helium,He,7440-59-7,3517,Q,3.3e-06,71,-12.6216,-0.590327
helium,He,7440-59-7,3548,M,3.7e-06,380,-12.5072,-3.1595
helium,He,7440-59-7,3789,M,3.8e-06,210,-12.4805,-1.74604
helium,He,7440-59-7,379,?,3.7e-06,200,-12.5072,-1.66289
helium,He,7440-59-7,3811,?,3.8e-06,83,-12.4805,-0.6901
helium,He,7440-59-7,3849,L,3.8e-06,83,-12.4805,-0.6901
helium,He,7440-59-7,764,M,3.7e-06,120,-12.5072,-0.997736
heptachlor,C10H5Cl7,76-44-8,2814,M,0.019,4300,-3.96332,-35.7522
heptachlorepoxide,C10H5Cl7O,1024-57-3,2814,M,0.5,5200,-0.693147,-43.2352
heptanal,C6H13CHO,111-71-7,3518,L,0.034,7500,-3.38139,-62.3585
heptanal,C6H13CHO,111-71-7,630,M,0.033,7500,-3.41125,-62.3585
heptane,C7H16,142-82-5,1498,L,4.4e-06,4100,-12.3339,-34.0893
heptane,C7H16,142-82-5,2909,M,4.2e-06,4700,-12.3804,-39.078
heptane,C7H16,142-82-5,3518,L,4.4e-06,4500,-12.3339,-37.4151
heptane,C7H16,142-82-5,3673,L,4.9e-06,4200,-12.2263,-34.9207
heptane,C7H16,142-82-5,903,M,1.2e-05,3700,-11.3306,-30.7635
heptanedioic acid,C7H12O4,111-16-0,3022,V,8.1e+07,15000,18.21,-124.717
heptylbenzene,C6H5C7H15,1078-71-3,2219,V,0.022,11000,-3.81671,-91.4591
hexachlorobenzene,C6Cl6,118-74-1,1143,T,0.003,3700,-5.80914,-30.7635
hexachlorobenzene,C6Cl6,118-74-1,1146,M,0.02,5700,-3.91202,-47.3924
hexachlorobenzene,C6Cl6,118-74-1,2492,M,0.03,6900,-3.50656,-57.3698
hexachlorobenzene,C6Cl6,118-74-1,2948,L,0.019,6000,-3.96332,-49.8868
hexachlorobenzene,C6Cl6,118-74-1,2948,L,0.015,6400,-4.19971,-53.2126
hexachlorobenzene,C6Cl6,118-74-1,3518,L,0.0065,6600,-5.03595,-54.8755
hexachlorobenzene,C6Cl6,118-74-1,903,M,3.8e-05,570,-10.1779,-4.73924
hexachlorobenzene,C6Cl6,118-74-1,usepa82,X,0.0058,1600,-5.1499,-13.3031
hexachlorobutadiene,CCl2CClCClCCl2,87-68-3,1107,M,0.00062,4900,-7.38579,-40.7409
hexachlorobutadiene,CCl2CClCClCCl2,87-68-3,1943,L,0.00083,3100,-7.09408,-25.7748
hexachlorobutadiene,CCl2CClCClCCl2,87-68-3,2891,M,0.0023,6200,-6.07485,-51.5497
hexachlorobutadiene,CCl2CClCClCCl2,87-68-3,2904,M,0.0007,2500,-7.26443,-20.7862
hexachlorobutadiene,CCl2CClCClCCl2,87-68-3,3518,L,0.00056,5500,-7.48757,-45.7295
hexachlorobutadiene,CCl2CClCClCCl2,87-68-3,usepa82,X,0.00098,4600,-6.92796,-38.2465
hexachlorocyclopentadiene,C5Cl6,77-47-4,usepa82,X,0.0006,1500,-7.41858,-12.4717
hexachloroethane,C2Cl6,67-72-1,1156,M,0.0012,2600,-6.72543,-21.6176
hexachloroethane,C2Cl6,67-72-1,2243,M,0.0025,5600,-5.99146,-46.561
hexachloroethane,C2Cl6,67-72-1,3245,L,0.0026,5600,-5.95224,-46.561
hexachloroethane,C2Cl6,67-72-1,3500,L,0.0027,5700,-5.9145,-47.3924
hexachloroethane,C2Cl6,67-72-1,3518,L,0.0028,6100,-5.87814,-50.7182
hexachloroethane,C2Cl6,67-72-1,747,L,0.0025,5600,-5.99146,-46.561
hexachloroethane,C2Cl6,67-72-1,usepa82,X,0.001,2100,-6.90776,-17.4604
hexafluorobenzene,C6F6,392-56-3,2891,M,0.00055,5200,-7.50559,-43.2352
hexafluorobenzene,C6F6,392-56-3,3518,L,0.0003,5100,-8.11173,-42.4038
hexafluoroethane,C2F6,76-16-4,2484,M,5.6e-07,2300,-14.3953,-19.1233
hexafluoroethane,C2F6,76-16-4,2610,M,6.5e-07,2100,-14.2463,-17.4604
hexafluoroethane,C2F6,76-16-4,2610,Q,1.2e-06,1700,-13.6332,-14.1346
hexafluoroethane,C2F6,76-16-4,3570,Q,5.8e-07,2600,-14.3602,-21.6176
hexafluoropropene,C3F6,116-15-4,190,L,2.9e-06,2400,-12.7508,-19.9547
hexafluoropropene,C3F6,116-15-4,923,M,6.8e-06,2600,-11.8986,-21.6176
hexamethyleneimine,(CH2)6NH,111-49-9,722,T,1.6,8200,0.470004,-68.1786
hexanal,C5H11CHO,66-25-1,3507,M,0.023,5200,-3.77226,-43.2352
hexanal,C5H11CHO,66-25-1,3508,M,0.029,8900,-3.54046,-73.9987
hexanal,C5H11CHO,66-25-1,3518,L,0.045,6400,-3.10109,-53.2126
hexanal,C5H11CHO,66-25-1,3650,M,0.16,4900,-1.83258,-40.7409
hexanal,C5H11CHO,66-25-1,630,M,0.049,6500,-3.01593,-54.044
hexane,C6H14,110-54-3,1156,M,9.9e-06,7500,-11.523,-62.3585
hexane,C6H14,110-54-3,1498,L,6.1e-06,3800,-12.0072,-31.595
hexane,C6H14,110-54-3,2909,M,5.9e-06,4000,-12.0406,-33.2579
hexane,C6H14,110-54-3,2911,M,6.7e-06,4200,-11.9134,-34.9207
hexane,C6H14,110-54-3,3518,L,5.7e-06,4400,-12.075,-36.5836
hexane,C6H14,110-54-3,3673,L,6.9e-06,3800,-11.884,-31.595
hexane,C6H14,110-54-3,3674,T,6.7e-06,3800,-11.9134,-31.595
hexane,C6H14,110-54-3,857,M,0.00024,8700,-8.33487,-72.3358
hexanedinitrile,C6H8N2,111-69-3,3621,L,1500,8000,7.31322,-66.5157
hexanedioic acid,HOOC(CH2)4COOH,124-04-9,3022,V,6.6e+07,13000,18.0052,-108.088
hexanedioic acid,HOOC(CH2)4COOH,124-04-9,usepa82,X,180000,11000,12.1007,-91.4591
hexanoic acid,C5H11COOH,142-62-1,1525,L,13,6100,2.56495,-50.7182
hexanoic acid,C5H11COOH,142-62-1,2230,M,13,5900,2.56495,-49.0553
hexanoic acid,C5H11COOH,142-62-1,493,M,13,6300,2.56495,-52.3811
hexyl ethanoate,CH3COOC6H13,142-92-7,3518,L,0.02,7100,-3.91202,-59.0327
hexyl ethanoate,CH3COOC6H13,142-92-7,3616,L,0.017,7300,-4.07454,-60.6956
hexylbenzene,C6H5C6H13,1077-16-3,2219,V,0.0077,9000,-4.86653,-74.8302
hexylbenzene,C6H5C6H13,1077-16-3,3518,L,0.0004,6500,-7.82405,-54.044
hexylbenzene,C6H5C6H13,1077-16-3,3626,T,0.00041,6300,-7.79935,-52.3811
hexylbenzene,C6H5C6H13,1077-16-3,3673,L,0.0004,6300,-7.82405,-52.3811
hydrazoic acid,HN3,7782-79-8,190,L,0.098,3100,-2.32279,-25.7748
hydrazoic acid,HN3,7782-79-8,2626,L,0.12,3800,-2.12026,-31.595
hydrazoic acid,HN3,7782-79-8,2806,M,0.12,3700,-2.12026,-30.7635
hydrazoic acid,HN3,7782-79-8,4017,M,0.12,4200,-2.12026,-34.9207
hydrogen,H2,1333-74-0,190,L,7.7e-06,490,-11.7743,-4.07409
hydrogen,H2,1333-74-0,2105,L,7.8e-06,530,-11.7614,-4.40667
hydrogen,H2,1333-74-0,2375,V,7.8e-06,500,-11.7614,-4.15723
hydrogen,H2,1333-74-0,3026,M,7.7e-06,500,-11.7743,-4.15723
hydrogen,H2,1333-74-0,3431,L,7.8e-06,600,-11.7614,-4.98868
hydrogen,H2,1333-74-0,3711,M,7.8e-06,540,-11.7614,-4.48981
hydrogen,H2,1333-74-0,3712,M,7.8e-06,610,-11.7614,-5.07182
hydrogen,H2,1333-74-0,3713,M,7.5e-06,550,-11.8006,-4.57295
hydrogen,H2,1333-74-0,3717,M,8.5e-06,20,-11.6754,-0.166289
hydrogen,H2,1333-74-0,3777,M,7.8e-06,620,-11.7614,-5.15497
hydrogen,H2,1333-74-0,3781,M,7.7e-06,520,-11.7743,-4.32352
hydrogen,H2,1333-74-0,3782,M,7.7e-06,480,-11.7743,-3.99094
hydrogen,H2,1333-74-0,3783,M,7.8e-06,510,-11.7614,-4.24038
hydrogen,H2,1333-74-0,379,?,7.7e-06,500,-11.7743,-4.15723
hydrogen,H2,1333-74-0,3795,M,7.7e-06,1500,-11.7743,-12.4717
hydrogen,H2,1333-74-0,3811,?,7.7e-06,490,-11.7743,-4.07409
hydrogen,H2,1333-74-0,3852,L,7.7e-06,490,-11.7743,-4.07409
hydrogen bromide,HBr,10035-10-6,379,?,0.24,250,-1.42712,-2.07862
hydrogen chloride,HCl,7647-01-0,167,T,0.011,2300,-4.50986,-19.1233
hydrogen chloride,HCl,7647-01-0,34,?,7.2,2000,1.97408,-16.6289
hydrogen chloride,HCl,7647-01-0,379,?,0.19,620,-1.66073,-5.15497
hydrogen cyanide,HCN,74-90-8,3085,L,0.17,4400,-1.77196,-36.5836
hydrogen cyanide,HCN,74-90-8,3245,L,0.089,8200,-2.41912,-68.1786
hydrogen cyanide,HCN,74-90-8,3500,L,0.089,8200,-2.41912,-68.1786
hydrogen cyanide,HCN,74-90-8,3533,M,0.089,8200,-2.41912,-68.1786
hydrogen cyanide,HCN,74-90-8,3540,T,0.099,4200,-2.31264,-34.9207
hydrogen cyanide,HCN,74-90-8,540,L,0.11,5000,-2.20727,-41.5723
hydrogen cyanide,HCN,74-90-8,kotlik74,X,0.076,2900,-2.57702,-24.1119
hydrogen iodide,HI,10034-85-2,3770,E,0.25,9800,-1.38629,-81.4817
hydrogen peroxide,H2O2,7722-84-1,103,?,700,7300,6.55108,-60.6956
hydrogen peroxide,H2O2,7722-84-1,1943,L,980,6100,6.88755,-50.7182
hydrogen peroxide,H2O2,7722-84-1,1945,L,760,7300,6.63332,-60.6956
hydrogen peroxide,H2O2,7722-84-1,2626,L,830,7600,6.72143,-63.1899
hydrogen peroxide,H2O2,7722-84-1,2827,M,1100,7000,7.00307,-58.2012
hydrogen peroxide,H2O2,7722-84-1,2828,L,910,6600,6.81344,-54.8755
hydrogen peroxide,H2O2,7722-84-1,311,M,990,6300,6.8977,-52.3811
hydrogen peroxide,H2O2,7722-84-1,3245,L,860,7300,6.75693,-60.6956
hydrogen peroxide,H2O2,7722-84-1,3500,L,860,7300,6.75693,-60.6956
hydrogen peroxide,H2O2,7722-84-1,3518,L,950,7200,6.85646,-59.8641
hydrogen peroxide,H2O2,7722-84-1,3578,M,1200,5900,7.09008,-49.0553
hydrogen peroxide,H2O2,7722-84-1,43,T,700,7000,6.55108,-58.2012
hydrogen peroxide,H2O2,7722-84-1,488,M,670,7900,6.50728,-65.6843
hydrogen peroxide,H2O2,7722-84-1,516,M,820,7400,6.7093,-61.527
hydrogen peroxide,H2O2,7722-84-1,523,?,700,7300,6.55108,-60.6956
hydrogen peroxide,H2O2,7722-84-1,800,M,850,6500,6.74524,-54.044
hydrogen peroxide,H2O2,7722-84-1,87,T,960,6600,6.86693,-54.8755
hydrogen sulfide,H2S,7783-06-4,190,L,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,1945,L,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,2105,L,0.001,2000,-6.90776,-16.6289
hydrogen sulfide,H2S,7783-06-4,2626,L,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,2630,R,0.00096,2000,-6.94858,-16.6289
hydrogen sulfide,H2S,7783-06-4,2928,M,0.00094,2300,-6.96963,-19.1233
hydrogen sulfide,H2S,7783-06-4,2929,M,0.00091,1700,-7.00207,-14.1346
hydrogen sulfide,H2S,7783-06-4,3085,L,0.001,2000,-6.90776,-16.6289
hydrogen sulfide,H2S,7783-06-4,3245,L,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,3500,L,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,3534,M,0.00092,1600,-6.99114,-13.3031
hydrogen sulfide,H2S,7783-06-4,3540,T,0.001,2300,-6.90776,-19.1233
hydrogen sulfide,H2S,7783-06-4,3668,M,0.0012,1700,-6.72543,-14.1346
hydrogen sulfide,H2S,7783-06-4,3718,M,0.001,2300,-6.90776,-19.1233
hydrogen sulfide,H2S,7783-06-4,379,?,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,3811,?,0.001,2000,-6.90776,-16.6289
hydrogen sulfide,H2S,7783-06-4,3863,L,0.001,2000,-6.90776,-16.6289
hydrogen sulfide,H2S,7783-06-4,3917,M,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,3933,M,0.0011,2000,-6.81245,-16.6289
hydrogen sulfide,H2S,7783-06-4,540,L,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,586,M,0.00086,2100,-7.05858,-17.4604
hydrogen sulfide,H2S,7783-06-4,615,L,0.001,2200,-6.90776,-18.2918
hydrogen sulfide,H2S,7783-06-4,862,M,0.001,2100,-6.90776,-17.4604
hydrogen sulfide,H2S,7783-06-4,997,M,0.0011,2300,-6.81245,-19.1233
hydroperoxy radical,HO2,3170-83-0,515,T,38,5900,3.63759,-49.0553
hydroperoxy radical,HO2,3170-83-0,763,T,46,4800,3.82864,-39.9094
hydroxybenzene,C6H5OH,108-95-2,1154,X,1.9,3600,0.641854,-29.9321
hydroxybenzene,C6H5OH,108-95-2,1513,M,30,5900,3.4012,-49.0553
hydroxybenzene,C6H5OH,108-95-2,1907,M,16,6000,2.77259,-49.8868
hydroxybenzene,C6H5OH,108-95-2,2183,M,28,2700,3.3322,-22.449
hydroxybenzene,C6H5OH,108-95-2,2291,M,17,6100,2.83321,-50.7182
hydroxybenzene,C6H5OH,108-95-2,2451,M,81,7400,4.39445,-61.527
hydroxybenzene,C6H5OH,108-95-2,2488,M,6.4,7700,1.8563,-64.0214
hydroxybenzene,C6H5OH,108-95-2,3518,L,22,8900,3.09104,-73.9987
hydroxybenzene,C6H5OH,108-95-2,3681,L,18,3000,2.89037,-24.9434
hydroxybenzene,C6H5OH,108-95-2,3724,M,22,9800,3.09104,-81.4817
hydroxybenzene,C6H5OH,108-95-2,724,T,28,6800,3.3322,-56.5383
hydroxybenzene,C6H5OH,108-95-2,usepa82,X,19,7300,2.94444,-60.6956
hydroxyethanoic acid,HOCH2COOH,79-14-1,2401,M,280,4000,5.63479,-33.2579
hydroxyethanoic acid,HOCH2COOH,79-14-1,2626,L,280,4000,5.63479,-33.2579
hydroxyethanoic acid,HOCH2COOH,79-14-1,3245,L,280,4000,5.63479,-33.2579
hydroxyethanoic acid,HOCH2COOH,79-14-1,3500,L,280,4000,5.63479,-33.2579
hydroxyl radical,OH,3352-57-6,46,C,0.25,5300,-1.38629,-44.0667
hydroxyl radical,OH,3352-57-6,515,T,0.29,4300,-1.23787,-35.7522
hydroxyl radical,OH,3352-57-6,763,T,0.29,3100,-1.23787,-25.7748
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,1525,L,16000,10000,9.68034,-83.1446
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,1945,L,17000,9900,9.74097,-82.3132
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,2626,L,17000,9900,9.74097,-82.3132
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,3245,L,17000,9900,9.74097,-82.3132
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,3500,L,17000,9900,9.74097,-82.3132
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,516,M,16000,9700,9.68034,-80.6503
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,799,M,16000,10000,9.68034,-83.1446
hydroxymethyl hydroperoxide,HOCH2OOH,15932-89-5,800,M,4700,1500,8.45532,-12.4717
hydroxymethylmercury,CH3HgOH,1184-57-2,2576,M,980,7700,6.88755,-64.0214
hydroxymethylperoxy radical,HOCH2OO,27828-51-9,1442,E,790,8200,6.67203,-68.1786
hydroxypentachlorobenzene,C6HCl5O,87-86-5,usepa82,X,0.11,1300,-2.20727,-10.8088
hypobromous acid,HOBr,13517-11-8,276,T,0.018,4000,-4.01738,-33.2579
hypochlorous acid,HOCl,7790-92-3,183,M,4.7,1600,1.54756,-13.3031
hypochlorous acid,HOCl,7790-92-3,1945,L,6.5,5900,1.8718,-49.0553
hypochlorous acid,HOCl,7790-92-3,2626,L,6.5,5900,1.8718,-49.0553
hypochlorous acid,HOCl,7790-92-3,287,M,6,4900,1.79176,-40.7409
hypochlorous acid,HOCl,7790-92-3,315,L,6.5,5900,1.8718,-49.0553
hypochlorous acid,HOCl,7790-92-3,3245,L,6.5,5900,1.8718,-49.0553
hypochlorous acid,HOCl,7790-92-3,3500,L,6.5,5900,1.8718,-49.0553
hypochlorous acid,HOCl,7790-92-3,3809,M,6.4,8900,1.8563,-73.9987
hypochlorous acid,HOCl,7790-92-3,3957,M,12,5200,2.48491,-43.2352
hypochlorous acid,HOCl,7790-92-3,489,T,2.6,5100,0.955511,-42.4038
"indeno[1,2,3-cd]pyrene",C22H12,193-39-5,1143,T,2.5,7400,0.916291,-61.527
"indeno[1,2,3-cd]pyrene",C22H12,193-39-5,1146,M,28,3600,3.3322,-29.9321
iodine (molecular),I2,7553-56-2,1149,M,0.028,4300,-3.57555,-35.7522
iodine (molecular),I2,7553-56-2,1943,V,0.028,3900,-3.57555,-32.4264
iodine (molecular),I2,7553-56-2,489,T,0.032,4800,-3.44202,-39.9094
iodine (molecular),I2,7553-56-2,582,R,0.03,4400,-3.50656,-36.5836
iodine (molecular),I2,7553-56-2,763,R,0.031,4600,-3.47377,-38.2465
iodine atom,I,14362-44-8,763,T,6.2e-05,2300,-9.68838,-19.1233
iodoethane,C2H5I,75-03-6,1943,L,0.0015,4200,-6.50229,-34.9207
iodoethane,C2H5I,75-03-6,3245,L,0.0014,4800,-6.57128,-39.9094
iodoethane,C2H5I,75-03-6,3500,L,0.0014,4800,-6.57128,-39.9094
