species,formula,casrn,ref,htype,H_mol_m3_Pa,mindHR_K,lnH,dHsol_kJ_mol
"2,2'',3,4,4'',5,6,6''-octachlorobiphenyl",C12H2Cl8,74472-52-9,2563,V,0.011,7800,-4.50986,-64.8528
"2,2'',3,4,4'',5,6-heptabromodiphenyl ether",C12H3Br7O,189084-67-1,3683,Q,8.9,7400,2.18605,-61.527
"2,2'',3,4,4'',5,6-heptachlorobiphenyl",C12H3Cl7,74472-47-2,2563,V,0.012,7200,-4.42285,-59.8641
"2,2'',3,4,4'',5-hexabromodiphenyl ether",C12H4Br6O,446254-95-1,3683,Q,3,7400,1.09861,-61.527
"2,2'',3,4,4'',5-hexachlorobiphenyl",C12H4Cl6,35694-06-5,2472,M,0.045,3200,-3.10109,-26.6063
"2,2'',3,4,4'',5-hexachlorobiphenyl",C12H4Cl6,35694-06-5,2563,V,0.018,6800,-4.01738,-56.5383
"2,2'',3,4,4'',5-hexachlorodiphenyl ether",C12H4Cl6O,71585-38-1,1143,T,0.019,6400,-3.96332,-53.2126
"2,2'',3,4,4'',6''-hexabromodiphenyl ether",C12H4Br6O,243982-83-4,3683,Q,7.7,7400,2.04122,-61.527
"2,2'',3,4,4'',6''-hexachlorobiphenyl",C12H4Cl6,59291-64-4,2563,V,0.017,7000,-4.07454,-58.2012
"2,2'',3,4,4'',6,6''-heptabromodiphenyl ether",C12H3Br7O,117948-63-7,3683,Q,37,7400,3.61092,-61.527
"2,2'',3,4,4'',6,6''-heptachlorobiphenyl",C12H3Cl7,74472-48-3,2563,V,0.0081,7200,-4.81589,-59.8641
"2,2'',3,4,4'',6,6''-heptachlorodiphenyl ether",C12H3Cl7O,106220-84-2,1143,T,0.2,7800,-1.60944,-64.8528
"2,2'',3,4,4'',6-hexachlorobiphenyl",C12H4Cl6,56030-56-9,2563,V,0.014,6900,-4.2687,-57.3698
"2,2'',3,4,4''-pentabromodiphenyl ether",C12H5Br5O,182346-21-0,3683,Q,1.3,7400,0.262364,-61.527
"2,2'',3,4,4''-pentachlorobiphenyl",C12H5Cl5,65510-45-4,2472,M,0.023,3100,-3.77226,-25.7748
"2,2'',3,4,4''-pentachlorobiphenyl",C12H5Cl5,65510-45-4,2563,V,0.028,6600,-3.57555,-54.8755
"2,2'',3,4,5'',6-hexabromodiphenyl ether",C12H4Br6O,446255-00-1,3683,Q,5.2,7400,1.64866,-61.527
"2,2'',3,4,5'',6-hexachlorobiphenyl",C12H4Cl6,68194-14-9,2563,V,0.012,7000,-4.42285,-58.2012
"2,2'',3,4,5''-pentabromodiphenyl ether",C12H5Br5O,446254-54-2,3683,Q,110,7400,4.70048,-61.527
"2,2'',3,4,5''-pentachlorobiphenyl",C12H5Cl5,38380-02-8,2340,M,0.027,3900,-3.61192,-32.4264
"2,2'',3,4,5''-pentachlorobiphenyl",C12H5Cl5,38380-02-8,2563,V,0.0041,6000,-5.49677,-49.8868
"2,2'',3,4,5,5'',6-heptabromodiphenyl ether",C12H3Br7O,405237-86-7,3683,Q,5.1,7400,1.62924,-61.527
"2,2'',3,4,5,5'',6-heptachlorobiphenyl",C12H3Cl7,52712-05-7,2563,V,0.0049,7000,-5.31852,-58.2012
"2,2'',3,4,5,5''-hexabromodiphenyl ether",C12H4Br6O,446254-97-3,3683,Q,2.6,7400,0.955511,-61.527
"2,2'',3,4,5,5''-hexachlorobiphenyl",C12H4Cl6,52712-04-6,2472,M,0.02,8400,-3.91202,-69.8415
"2,2'',3,4,5,5''-hexachlorobiphenyl",C12H4Cl6,52712-04-6,2563,V,0.01,6700,-4.60517,-55.7069
"2,2'',3,4,5,6''-hexabromodiphenyl ether",C12H4Br6O,446254-99-5,3683,Q,5.1,7400,1.62924,-61.527
"2,2'',3,4,5,6''-hexachlorobiphenyl",C12H4Cl6,68194-15-0,2563,V,0.0065,6600,-5.03595,-54.8755
"2,2'',3,4,5,6,6''-heptabromodiphenyl ether",C12H3Br7O,446255-27-2,3683,Q,14,7400,2.63906,-61.527
"2,2'',3,4,5,6,6''-heptachlorobiphenyl",C12H3Cl7,74472-49-4,2563,V,0.00096,6500,-6.94858,-54.044
"2,2'',3,4,5,6-hexabromodiphenyl ether",C12H4Br6O,446254-98-4,3683,Q,1.4,7400,0.336472,-61.527
"2,2'',3,4,5,6-hexachlorobiphenyl",C12H4Cl6,41411-61-4,2563,V,0.004,6900,-5.52146,-57.3698
"2,2'',3,4,5-pentabromodiphenyl ether",C12H5Br5O,446254-53-1,3683,Q,0.92,7400,-0.0833816,-61.527
"2,2'',3,4,5-pentachlorobiphenyl",C12H5Cl5,55312-69-1,2563,V,0.0089,6500,-4.7217,-54.044
"2,2'',3,4,6''-pentabromodiphenyl ether",C12H5Br5O,446254-56-4,3683,Q,1.8,7400,0.587787,-61.527
"2,2'',3,4,6''-pentachlorobiphenyl",C12H5Cl5,73575-57-2,2472,M,0.022,2500,-3.81671,-20.7862
"2,2'',3,4,6''-pentachlorobiphenyl",C12H5Cl5,73575-57-2,2563,V,0.0043,6100,-5.44914,-50.7182
"2,2'',3,4,6,6''-hexabromodiphenyl ether",C12H4Br6O,446255-01-2,3683,Q,10,7400,2.30259,-61.527
"2,2'',3,4,6,6''-hexachlorobiphenyl",C12H4Cl6,74472-40-5,2563,V,0.0015,6400,-6.50229,-53.2126
"2,2'',3,4,6-pentabromodiphenyl ether",C12H5Br5O,446254-55-3,3683,Q,1.2,7400,0.182322,-61.527
"2,2'',3,4,6-pentachlorobiphenyl",C12H5Cl5,55215-17-3,2563,V,0.0096,6800,-4.64599,-56.5383
"2,2'',3,4-tetrabromodiphenyl ether",C12H6Br4O,337513-68-5,3683,Q,0.32,7400,-1.13943,-61.527
"2,2'',3,4-tetrachlorobiphenyl",C12H6Cl4,52663-59-9,2563,V,0.016,6200,-4.13517,-51.5497
"2,2'',3,5'',6-pentabromodiphenyl ether",C12H5Br5O,446254-62-2,3683,Q,1.8,7400,0.587787,-61.527
"2,2'',3,5'',6-pentachlorobiphenyl",C12H5Cl5,38379-99-6,2472,M,0.021,2500,-3.86323,-20.7862
"2,2'',3,5'',6-pentachlorobiphenyl",C12H5Cl5,38379-99-6,2563,V,0.0033,6200,-5.71383,-51.5497
"2,2'',3,5''-tetrabromodiphenyl ether",C12H6Br4O,446254-20-2,3683,Q,0.57,7400,-0.562119,-61.527
"2,2'',3,5''-tetrachlorobiphenyl",C12H6Cl4,41464-39-5,2340,M,0.036,3100,-3.32424,-25.7748
"2,2'',3,5''-tetrachlorobiphenyl",C12H6Cl4,41464-39-5,2563,V,0.011,6000,-4.50986,-49.8868
"2,2'',3,5,5'',6-hexabromodiphenyl ether",C12H4Br6O,446255-06-7,3683,Q,4.4,7400,1.4816,-61.527
"2,2'',3,5,5'',6-hexachlorobiphenyl",C12H4Cl6,52663-63-5,2472,M,0.014,4500,-4.2687,-37.4151
"2,2'',3,5,5'',6-hexachlorobiphenyl",C12H4Cl6,52663-63-5,2563,V,0.0052,6700,-5.2591,-55.7069
"2,2'',3,5,5''-pentabromodiphenyl ether",C12H5Br5O,446254-59-7,3683,Q,1.9,7400,0.641854,-61.527
"2,2'',3,5,5''-pentachlorobiphenyl",C12H5Cl5,52663-61-3,2472,M,0.022,2900,-3.81671,-24.1119
"2,2'',3,5,5''-pentachlorobiphenyl",C12H5Cl5,52663-61-3,2563,V,0.012,6500,-4.42285,-54.044
"2,2'',3,5,6''-pentabromodiphenyl ether",C12H5Br5O,446254-61-1,3683,Q,3.8,7400,1.335,-61.527
"2,2'',3,5,6''-pentachlorobiphenyl",C12H5Cl5,73575-55-0,2563,V,0.0045,6300,-5.40368,-52.3811
"2,2'',3,5,6,6''-hexabromodiphenyl ether",C12H4Br6O,446255-07-8,3683,Q,9.4,7400,2.24071,-61.527
"2,2'',3,5,6,6''-hexachlorobiphenyl",C12H4Cl6,68194-09-2,2563,V,0.0013,6300,-6.64539,-52.3811
"2,2'',3,5,6-pentabromodiphenyl ether",C12H5Br5O,446254-60-0,3683,Q,1.5,7400,0.405465,-61.527
"2,2'',3,5,6-pentachlorobiphenyl",C12H5Cl5,73575-56-1,2563,V,0.0041,6500,-5.49677,-54.044
"2,2'',3,5-tetrabromodiphenyl ether",C12H6Br4O,446254-19-9,3683,Q,0.66,7400,-0.415515,-61.527
"2,2'',3,5-tetrachlorobiphenyl",C12H6Cl4,70362-46-8,2563,V,0.013,6300,-4.34281,-52.3811
"2,2'',3,6''-tetrabromodiphenyl ether",C12H6Br4O,446254-22-4,3683,Q,1.1,7400,0.0953102,-61.527
"2,2'',3,6''-tetrachlorobiphenyl",C12H6Cl4,41464-47-5,2472,M,0.03,3400,-3.50656,-28.2692
"2,2'',3,6''-tetrachlorobiphenyl",C12H6Cl4,41464-47-5,2563,V,0.00091,5300,-7.00207,-44.0667
"2,2'',3,6,6''-pentabromodiphenyl ether",C12H5Br5O,446254-63-3,3683,Q,3.9,7400,1.36098,-61.527
"2,2'',3,6,6''-pentachlorobiphenyl",C12H5Cl5,73575-54-9,2563,V,0.00087,5800,-7.04702,-48.2239
"2,2'',3,6-tetrabromodiphenyl ether",C12H6Br4O,446254-21-3,3683,Q,0.73,7400,-0.314711,-61.527
"2,2'',3,6-tetrachlorobiphenyl",C12H6Cl4,70362-45-7,2472,M,0.025,2900,-3.68888,-24.1119
"2,2'',3,6-tetrachlorobiphenyl",C12H6Cl4,70362-45-7,2563,V,0.0038,6000,-5.57275,-49.8868
"2,2'',3-tribromodiphenyl ether",C12H7Br3O,147217-74-1,3683,Q,0.22,7400,-1.51413,-61.527
"2,2'',3-trichlorobiphenyl",C12H7Cl3,38444-78-9,2472,M,0.042,5700,-3.17009,-47.3924
"2,2'',3-trichlorobiphenyl",C12H7Cl3,38444-78-9,2563,V,0.015,5800,-4.19971,-48.2239
"2,2'',4,4'',5,5''-hexabromodiphenyl ether",C12H4Br6O,68631-49-2,2468,M,3.5,7800,1.25276,-64.8528
"2,2'',4,4'',5,5''-hexabromodiphenyl ether",C12H4Br6O,68631-49-2,3683,M,3.7,7200,1.30833,-59.8641
"2,2'',4,4'',5,5''-hexabromodiphenyl ether",C12H4Br6O,68631-49-2,3683,Q,3.9,7400,1.36098,-61.527
"2,2'',4,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,35065-27-1,1143,T,0.017,8400,-4.07454,-69.8415
"2,2'',4,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,35065-27-1,2340,M,0.019,8000,-3.96332,-66.5157
"2,2'',4,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,35065-27-1,2540,L,0.04,7100,-3.21888,-59.0327
"2,2'',4,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,35065-27-1,2540,L,0.051,7900,-2.97593,-65.6843
"2,2'',4,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,35065-27-1,2563,V,0.011,6700,-4.50986,-55.7069
"2,2'',4,4'',5,5''-hexachlorodiphenyl ether",C12H4Cl6O,71859-30-8,1143,T,0.011,6300,-4.50986,-52.3811
"2,2'',4,4'',5,6''-hexabromodiphenyl ether",C12H4Br6O,207122-15-4,2468,M,7.3,6800,1.98787,-56.5383
"2,2'',4,4'',5,6''-hexabromodiphenyl ether",C12H4Br6O,207122-15-4,3683,M,7.1,6800,1.96009,-56.5383
"2,2'',4,4'',5,6''-hexabromodiphenyl ether",C12H4Br6O,207122-15-4,3683,Q,11,7400,2.3979,-61.527
"2,2'',4,4'',5,6''-hexachlorobiphenyl",C12H4Cl6,60145-22-4,2340,M,0.013,5600,-4.34281,-46.561
"2,2'',4,4'',5,6''-hexachlorobiphenyl",C12H4Cl6,60145-22-4,2563,V,0.017,7100,-4.07454,-59.0327
"2,2'',4,4'',5,6''-hexachlorodiphenyl ether",C12H4Cl6O,106220-81-9,1143,T,0.0044,5900,-5.42615,-49.0553
"2,2'',4,4'',5-pentabromodiphenyl ether",C12H5Br5O,60348-60-9,2468,M,1.5,8800,0.405465,-73.1673
"2,2'',4,4'',5-pentabromodiphenyl ether",C12H5Br5O,60348-60-9,3683,M,1.5,8900,0.405465,-73.9987
"2,2'',4,4'',5-pentabromodiphenyl ether",C12H5Br5O,60348-60-9,3683,Q,1.6,7400,0.470004,-61.527
"2,2'',4,4'',5-pentachlorobiphenyl",C12H5Cl5,38380-01-7,2472,M,0.021,1900,-3.86323,-15.7975
"2,2'',4,4'',5-pentachlorobiphenyl",C12H5Cl5,38380-01-7,2496,M,0.0088,8700,-4.733,-72.3358
"2,2'',4,4'',5-pentachlorobiphenyl",C12H5Cl5,38380-01-7,2563,V,0.021,6600,-3.86323,-54.8755
"2,2'',4,4'',5-pentachlorodiphenyl ether",C12H5Cl5O,60123-64-0,1143,T,0.038,6100,-3.27017,-50.7182
"2,2'',4,4'',6,6''-hexabromodiphenyl ether",C12H4Br6O,35854-94-5,3683,Q,25,7400,3.21888,-61.527
"2,2'',4,4'',6,6''-hexachlorobiphenyl",C12H4Cl6,33979-03-2,2540,L,0.013,7100,-4.34281,-59.0327
"2,2'',4,4'',6,6''-hexachlorobiphenyl",C12H4Cl6,33979-03-2,2540,L,0.011,7600,-4.50986,-63.1899
"2,2'',4,4'',6,6''-hexachlorobiphenyl",C12H4Cl6,33979-03-2,2563,V,0.0046,6900,-5.3817,-57.3698
"2,2'',4,4'',6-pentabromodiphenyl ether",C12H5Br5O,189084-64-8,2468,M,3.8,6800,1.335,-56.5383
"2,2'',4,4'',6-pentabromodiphenyl ether",C12H5Br5O,189084-64-8,2496,M,0.19,12,-1.66073,-0.0997736
"2,2'',4,4'',6-pentabromodiphenyl ether",C12H5Br5O,189084-64-8,3683,M,3.6,7300,1.28093,-60.6956
"2,2'',4,4'',6-pentabromodiphenyl ether",C12H5Br5O,189084-64-8,3683,Q,3.9,7400,1.36098,-61.527
"2,2'',4,4'',6-pentachlorobiphenyl",C12H5Cl5,39485-83-1,2563,V,0.0097,6600,-4.63563,-54.8755
"2,2'',4,4'',6-pentachlorodiphenyl ether",C12H5Cl5O,104294-16-8,1143,T,0.013,5800,-4.34281,-48.2239
"2,2'',4,4''-tetrabromodiphenyl ether",C12H6Br4O,5436-43-1,2468,M,0.87,7300,-0.139262,-60.6956
"2,2'',4,4''-tetrabromodiphenyl ether",C12H6Br4O,5436-43-1,2496,M,0.17,620,-1.77196,-5.15497
"2,2'',4,4''-tetrabromodiphenyl ether",C12H6Br4O,5436-43-1,3683,M,0.91,7400,-0.0943107,-61.527
"2,2'',4,4''-tetrabromodiphenyl ether",C12H6Br4O,5436-43-1,3683,Q,0.85,7400,-0.162519,-61.527
"2,2'',4,4''-tetrachlorobiphenyl",C12H6Cl4,2437-79-8,2563,V,0.02,6200,-3.91202,-51.5497
"2,2'',4,5'',6-pentabromodiphenyl ether",C12H5Br5O,446254-67-7,3683,Q,3.4,7400,1.22378,-61.527
"2,2'',4,5'',6-pentachlorobiphenyl",C12H5Cl5,60145-21-3,2563,V,0.0081,6600,-4.81589,-54.8755
"2,2'',4,5''-tetrabromodiphenyl ether",C12H6Br4O,243982-82-3,3683,Q,0.86,7400,-0.150823,-61.527
"2,2'',4,5''-tetrachlorobiphenyl",C12H6Cl4,41464-40-8,2472,M,0.027,3000,-3.61192,-24.9434
"2,2'',4,5''-tetrachlorobiphenyl",C12H6Cl4,41464-40-8,2563,V,0.0083,5900,-4.7915,-49.0553
"2,2'',4,5,5''-pentabromodiphenyl ether",C12H5Br5O,446254-65-5,3683,Q,1.4,7400,0.336472,-61.527
"2,2'',4,5,5''-pentachlorobiphenyl",C12H5Cl5,37680-73-2,1143,T,0.02,8100,-3.91202,-67.3471
"2,2'',4,5,5''-pentachlorobiphenyl",C12H5Cl5,37680-73-2,2340,M,0.024,3600,-3.7297,-29.9321
"2,2'',4,5,5''-pentachlorobiphenyl",C12H5Cl5,37680-73-2,2540,L,0.032,6800,-3.44202,-56.5383
"2,2'',4,5,5''-pentachlorobiphenyl",C12H5Cl5,37680-73-2,2540,L,0.041,7500,-3.19418,-62.3585
"2,2'',4,5,5''-pentachlorobiphenyl",C12H5Cl5,37680-73-2,2563,V,0.0089,6400,-4.7217,-53.2126
"2,2'',4,5,6''-pentabromodiphenyl ether",C12H5Br5O,446254-66-6,3683,Q,2.8,7400,1.02962,-61.527
"2,2'',4,5,6''-pentachlorobiphenyl",C12H5Cl5,68194-06-9,2563,V,0.0063,6300,-5.06721,-52.3811
"2,2'',4,5-tetrabromodiphenyl ether",C12H6Br4O,337513-55-0,3683,Q,0.48,7400,-0.733969,-61.527
"2,2'',4,5-tetrachlorobiphenyl",C12H6Cl4,70362-47-9,2472,M,0.027,3000,-3.61192,-24.9434
"2,2'',4,5-tetrachlorobiphenyl",C12H6Cl4,70362-47-9,2563,V,0.0061,6100,-5.09947,-50.7182
"2,2'',4,6''-tetrabromodiphenyl ether",C12H6Br4O,189084-57-9,3683,Q,1.3,7400,0.262364,-61.527
"2,2'',4,6''-tetrachlorobiphenyl",C12H6Cl4,68194-04-7,2563,V,0.025,6300,-3.68888,-52.3811
"2,2'',4,6,6''-pentabromodiphenyl ether",C12H5Br5O,446254-68-8,3683,Q,6.7,7400,1.90211,-61.527
"2,2'',4,6,6''-pentachlorobiphenyl",C12H5Cl5,56558-16-8,2340,M,0.015,1700,-4.19971,-14.1346
"2,2'',4,6,6''-pentachlorobiphenyl",C12H5Cl5,56558-16-8,2563,V,0.0028,6300,-5.87814,-52.3811
"2,2'',4,6-tetrabromodiphenyl ether",C12H6Br4O,446254-23-5,3683,Q,1.1,7400,0.0953102,-61.527
"2,2'',4,6-tetrachlorobiphenyl",C12H6Cl4,62796-65-0,2340,M,0.016,2900,-4.13517,-24.1119
"2,2'',4,6-tetrachlorobiphenyl",C12H6Cl4,62796-65-0,2563,V,0.0099,6300,-4.61522,-52.3811
"2,2'',4-tribromodiphenyl ether",C12H7Br3O,147217-75-2,3683,Q,0.23,7400,-1.46968,-61.527
"2,2'',4-trichlorobiphenyl",C12H7Cl3,37680-66-3,2472,M,0.033,4700,-3.41125,-39.078
"2,2'',4-trichlorobiphenyl",C12H7Cl3,37680-66-3,2563,V,0.04,6200,-3.21888,-51.5497
"2,2'',5,5''-tetrabromodiphenyl ether",C12H6Br4O,446254-24-6,3683,Q,0.89,7400,-0.116534,-61.527
"2,2'',5,5''-tetrachlorobiphenyl",C12H6Cl4,35693-99-3,1143,T,0.012,7700,-4.42285,-64.0214
"2,2'',5,5''-tetrachlorobiphenyl",C12H6Cl4,35693-99-3,1146,M,0.042,6200,-3.17009,-51.5497
"2,2'',5,5''-tetrachlorobiphenyl",C12H6Cl4,35693-99-3,2340,M,0.032,3700,-3.44202,-30.7635
"2,2'',5,5''-tetrachlorobiphenyl",C12H6Cl4,35693-99-3,2540,L,0.035,6600,-3.35241,-54.8755
"2,2'',5,5''-tetrachlorobiphenyl",C12H6Cl4,35693-99-3,2540,L,0.04,6800,-3.21888,-56.5383
"2,2'',5,5''-tetrachlorobiphenyl",C12H6Cl4,35693-99-3,2563,V,0.0037,5700,-5.59942,-47.3924
"2,2'',5,6''-tetrabromodiphenyl ether",C12H6Br4O,446254-25-7,3683,Q,1.4,7400,0.336472,-61.527
"2,2'',5,6''-tetrachlorobiphenyl",C12H6Cl4,41464-41-9,2563,V,0.0016,5500,-6.43775,-45.7295
"2,2'',5-tribromodiphenyl ether",C12H7Br3O,407606-55-7,3683,Q,0.24,7400,-1.42712,-61.527
"2,2'',5-trichlorobiphenyl",C12H7Cl3,37680-65-2,2340,M,0.039,4200,-3.24419,-34.9207
"2,2'',5-trichlorobiphenyl",C12H7Cl3,37680-65-2,2563,V,0.0098,5800,-4.62537,-48.2239
"2,2'',6,6''-tetrabromodiphenyl ether",C12H6Br4O,446254-26-8,3683,Q,1.7,7400,0.530628,-61.527
"2,2'',6,6''-tetrachlorobiphenyl",C12H6Cl4,15968-05-5,2563,V,0.0001,4800,-9.21034,-39.9094
"2,2'',6-tribromodiphenyl ether",C12H7Br3O,147217-73-0,3683,Q,0.36,7400,-1.02165,-61.527
"2,2'',6-trichlorobiphenyl",C12H7Cl3,38444-73-4,2472,M,0.033,4700,-3.41125,-39.078
"2,2'',6-trichlorobiphenyl",C12H7Cl3,38444-73-4,2563,V,0.0025,5400,-5.99146,-44.8981
"2,2''-dibromodiphenyl ether",C12H8Br2O,51452-87-0,3683,Q,0.095,7400,-2.35388,-61.527
"2,2''-dichlorobiphenyl",C12H8Cl2,13029-08-8,2472,M,0.046,6000,-3.07911,-49.8868
"2,2''-dichlorobiphenyl",C12H8Cl2,13029-08-8,2563,V,0.0071,5500,-4.94766,-45.7295
"2,2,2-trifluoroethanol",CF3CH2OH,75-89-8,2626,L,0.47,6200,-0.755023,-51.5497
"2,2,2-trifluoroethanol",CF3CH2OH,75-89-8,2808,M,0.47,6200,-0.755023,-51.5497
"2,2,2-trifluoroethanol",CF3CH2OH,75-89-8,3245,L,0.47,6200,-0.755023,-51.5497
"2,2,2-trifluoroethanol",CF3CH2OH,75-89-8,3500,L,0.47,6200,-0.755023,-51.5497
"2,2,2-trifluoroethanol",CF3CH2OH,75-89-8,727,M,0.58,5900,-0.544727,-49.0553
"2,2,2-trifluoroethyl ethanoate",CH3COOCH2CF3,406-95-1,2626,L,0.0055,5200,-5.20301,-43.2352
"2,2,2-trifluoroethyl ethanoate",CH3COOCH2CF3,406-95-1,2803,M,0.0057,5300,-5.16729,-44.0667
"2,2,2-trifluoroethyl ethanoate",CH3COOCH2CF3,406-95-1,3245,L,0.0055,5200,-5.20301,-43.2352
"2,2,2-trifluoroethyl ethanoate",CH3COOCH2CF3,406-95-1,3500,L,0.0055,5200,-5.20301,-43.2352
"2,2,2-trifluoroethyl methanoate",HCOOCH2CF3,32042-38-9,2626,L,0.0054,4700,-5.22136,-39.078
"2,2,2-trifluoroethyl methanoate",HCOOCH2CF3,32042-38-9,2802,M,0.0054,4700,-5.22136,-39.078
"2,2,2-trifluoroethyl methanoate",HCOOCH2CF3,32042-38-9,3245,L,0.0054,4700,-5.22136,-39.078
"2,2,2-trifluoroethyl methanoate",HCOOCH2CF3,32042-38-9,3500,L,0.0054,4700,-5.22136,-39.078
"2,2,3,3,3-pentafluoro-1-propanol",CF3CF2CH2OH,422-05-9,2626,L,0.14,4300,-1.96611,-35.7522
"2,2,3,3,3-pentafluoro-1-propanol",CF3CF2CH2OH,422-05-9,2808,M,0.14,4300,-1.96611,-35.7522
"2,2,3,3,3-pentafluoro-1-propanol",CF3CF2CH2OH,422-05-9,3245,L,0.14,4300,-1.96611,-35.7522
"2,2,3,3,3-pentafluoro-1-propanol",CF3CF2CH2OH,422-05-9,3500,L,0.14,4300,-1.96611,-35.7522
"2,2,3,3,3-pentafluoro-1-propanol",CF3CF2CH2OH,422-05-9,727,M,0.45,6000,-0.798508,-49.8868
"2,2,3,3-tetrafluoro-1-propanol",CHF2CF2CH2OH,76-37-9,2626,L,1.4,7000,0.336472,-58.2012
"2,2,3,3-tetrafluoro-1-propanol",CHF2CF2CH2OH,76-37-9,2808,M,1.4,7000,0.336472,-58.2012
"2,2,3,3-tetrafluoro-1-propanol",CHF2CF2CH2OH,76-37-9,3245,L,1.4,7000,0.336472,-58.2012
"2,2,3,3-tetrafluoro-1-propanol",CHF2CF2CH2OH,76-37-9,3500,L,1.4,7000,0.336472,-58.2012
"2,2,3,3-tetrafluoro-1-propanol",CHF2CF2CH2OH,76-37-9,727,M,1.6,6700,0.470004,-55.7069
"2,2,5-trimethylhexane",C9H20,3522-94-9,3518,L,1.9e-06,6200,-13.1737,-51.5497
"2,2-bis(hydroxymethyl)1,3-propanediol",C5H12O4,115-77-5,3067,V,7.3e+10,16000,25.0137,-133.031
"2,2-dichloro-1,1,1-trifluoroethane",C2HF3Cl2,306-83-2,1014,V,0.00028,2600,-8.18072,-21.6176
"2,2-dichloro-1,1,1-trifluoroethane",C2HF3Cl2,306-83-2,2121,M,0.00032,3100,-8.04719,-25.7748
"2,2-dichloro-1,1,1-trifluoroethane",C2HF3Cl2,306-83-2,2939,M,0.00023,2400,-8.37743,-19.9547
"2,2-dichloro-1,1-difluoro-1-methoxyethane",C3H4Cl2F2O,76-38-0,1943,L,0.0029,4100,-5.84304,-34.0893
"2,2-dichloro-1,1-difluoro-1-methoxyethane",C3H4Cl2F2O,76-38-0,2445,M,0.0029,3600,-5.84304,-29.9321
"2,2-dichloro-1,1-difluoro-1-methoxyethane",C3H4Cl2F2O,76-38-0,3696,L,0.003,4300,-5.80914,-35.7522
"2,2-dichloropropane",C3H6Cl2,594-20-7,2891,M,0.00044,7400,-7.72874,-61.527
"2,2-dichloropropane",C3H6Cl2,594-20-7,2904,M,0.00071,630,-7.25025,-5.23811
"2,2-dichloropropane",C3H6Cl2,594-20-7,2923,M,0.00081,3900,-7.11848,-32.4264
"2,2-dimethyl-1-propanol",C5H12O,75-84-3,3518,L,0.3,7800,-1.20397,-64.8528
"2,2-dimethylbutane",C6H14,75-83-2,3673,L,5.6e-06,3500,-12.0927,-29.1006
"2,2-dimethylhexane",C8H18,590-73-8,2936,M,2.4e-06,4600,-12.94,-38.2465
"2,2-dimethylhexane",C8H18,590-73-8,3518,L,2.4e-06,4600,-12.94,-38.2465
"2,3'',4'',5'',6-pentabromodiphenyl ether",C12H5Br5O,446254-85-9,3683,Q,1.3,7400,0.262364,-61.527
"2,3'',4'',5'',6-pentachlorobiphenyl",C12H5Cl5,74472-39-2,2563,V,0.0023,5800,-6.07485,-48.2239
"2,3'',4'',5''-tetrabromodiphenyl ether",C12H6Br4O,446254-43-9,3683,Q,0.47,7400,-0.755023,-61.527
"2,3'',4'',5''-tetrachlorobiphenyl",C12H6Cl4,70362-48-0,2563,V,0.0023,5500,-6.07485,-45.7295
"2,3'',4'',5,5''-pentabromodiphenyl ether",C12H5Br5O,446254-84-8,3683,Q,1.1,7400,0.0953102,-61.527
"2,3'',4'',5,5''-pentachlorobiphenyl",C12H5Cl5,70424-70-3,2563,V,0.0045,5900,-5.40368,-49.0553
"2,3'',4'',5-tetrabromodiphenyl ether",C12H6Br4O,446254-39-3,3683,Q,0.52,7400,-0.653926,-61.527
"2,3'',4'',5-tetrachlorobiphenyl",C12H6Cl4,32598-11-1,2472,M,0.033,3500,-3.41125,-29.1006
"2,3'',4'',5-tetrachlorobiphenyl",C12H6Cl4,32598-11-1,2563,V,0.004,5400,-5.52146,-44.8981
"2,3'',4'',6-tetrabromodiphenyl ether",C12H6Br4O,189084-62-6,3683,Q,0.52,7400,-0.653926,-61.527
"2,3'',4'',6-tetrachlorobiphenyl",C12H6Cl4,41464-46-4,2563,V,0.018,6000,-4.01738,-49.8868
"2,3'',4''-tribromodiphenyl ether",C12H7Br3O,49690-94-0,3683,Q,0.13,7400,-2.04022,-61.527
"2,3'',4''-trichlorobiphenyl",C12H7Cl3,38444-86-9,2472,M,0.036,5100,-3.32424,-42.4038
"2,3'',4''-trichlorobiphenyl",C12H7Cl3,38444-86-9,2563,V,0.013,5600,-4.34281,-46.561
"2,3'',4,4'',5'',6-hexabromodiphenyl ether",C12H4Br6O,53551-87-4,3683,Q,5,7400,1.60944,-61.527
"2,3'',4,4'',5'',6-hexachlorobiphenyl",C12H4Cl6,59291-65-5,2563,V,0.011,6700,-4.50986,-55.7069
"2,3'',4,4'',5''-pentabromodiphenyl ether",C12H5Br5O,446254-83-7,3683,Q,1.2,7400,0.182322,-61.527
"2,3'',4,4'',5''-pentachlorobiphenyl",C12H5Cl5,65510-44-3,2563,V,0.0037,5800,-5.59942,-48.2239
"2,3'',4,4'',5,5''-hexabromodiphenyl ether",C12H4Br6O,446255-17-0,3683,Q,3.1,7400,1.1314,-61.527
"2,3'',4,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,52663-72-6,2472,M,0.027,13000,-3.61192,-108.088
